Objects
200
,,Global Angle bj_c1_bh:bj_c1_bh,,,,,,Global Angle bj_c1_cwm:bj_c1_cwm,,,,,,Global Angle bj_c1_h:bj_c1_h,,,,,,Global Angle bj_c1_p:bj_c1_p,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
2520,0,-0.015589,-0.780340,-0.004597,-429.591675,103.444267,1799.161011,0.006450,-0.011115,-0.015747,-367.304169,92.155556,900.287170,-0.017190,0.045561,-0.038479,-413.483704,180.870621,1146.668091,,,,,,
2521,0,-0.015639,-0.780407,-0.004415,-429.583618,103.450546,1799.168213,0.006398,-0.011081,-0.015763,-367.308167,92.157593,900.285095,-0.017082,0.045591,-0.038856,-413.491302,180.895157,1146.671509,,,,,,
2522,0,-0.016328,-0.780726,-0.003424,-429.536896,103.209694,1799.145020,0.006433,-0.010528,-0.015742,-367.325714,92.169518,900.280151,-0.017087,0.045710,-0.039040,-413.502441,180.908432,1146.677734,,,,,,
2523,0,-0.015717,-0.780071,-0.004685,-429.576843,103.439568,1799.160889,0.006201,-0.011168,-0.015609,-367.303040,92.150703,900.287354,-0.017028,0.045625,-0.038849,-413.493896,180.902695,1146.676636,,,,,,
2524,0,-0.015740,-0.780369,-0.005008,-429.568817,103.434006,1799.176025,0.006470,-0.011028,-0.015773,-367.304535,92.149742,900.282776,-0.017116,0.045709,-0.038947,-413.491302,180.903839,1146.674072,,,,,,
2525,0,-0.015950,-0.780391,-0.004696,-429.574127,103.435242,1799.155762,0.006003,-0.011361,-0.015390,-367.282227,92.130417,900.295532,-0.017141,0.045796,-0.039096,-413.483643,180.903687,1146.669556,,,,,,
2526,0,-0.016280,-0.780981,-0.003427,-429.540405,103.211334,1799.154907,0.006820,-0.011140,-0.016409,-367.345306,92.162704,900.264343,-0.016979,0.045790,-0.038832,-413.493652,180.889572,1146.680176,,,,,,
2527,0,-0.015839,-0.780434,-0.004537,-429.588196,103.433670,1799.160522,0.006058,-0.011442,-0.015787,-367.310089,92.136185,900.295105,-0.017113,0.045609,-0.038898,-413.496643,180.902740,1146.672729,,,,,,
2528,0,-0.016259,-0.780709,-0.003343,-429.536743,103.212166,1799.155640,0.006120,-0.011749,-0.016020,-367.292206,92.111214,900.288635,-0.017125,0.045727,-0.039022,-413.489197,180.908997,1146.674438,,,,,,
2529,0,-0.015648,-0.780241,-0.004752,-429.585297,103.438217,1799.167480,0.006293,-0.010767,-0.016028,-367.341827,92.148621,900.282471,-0.017118,0.045699,-0.039162,-413.486572,180.906876,1146.668335,,,,,,
2530,0,-0.015901,-0.780429,-0.004533,-429.578033,103.437637,1799.156250,0.006598,-0.011104,-0.016077,-367.341888,92.150475,900.270996,-0.017152,0.045568,-0.038978,-413.489960,180.898941,1146.669067,,,,,,
2531,0,-0.016161,-0.780708,-0.003512,-429.538177,103.221176,1799.163086,0.006414,-0.011058,-0.016534,-367.351929,92.135460,900.284485,-0.017096,0.045669,-0.039265,-413.476227,180.910675,1146.670898,,,,,,
2532,0,-0.015675,-0.780199,-0.004649,-429.583252,103.438370,1799.161255,0.006484,-0.011097,-0.016581,-367.362091,92.139473,900.273682,-0.017260,0.045548,-0.039170,-413.497528,180.907990,1146.666138,,,,,,
2533,0,-0.015726,-0.780090,-0.004686,-429.582764,103.430405,1799.162354,0.006285,-0.011711,-0.015942,-367.306854,92.140656,900.292542,-0.016844,0.045671,-0.039318,-413.475677,180.901031,1146.674194,,,,,,
2534,0,-0.015732,-0.780357,-0.004831,-429.591003,103.427155,1799.163940,0.006279,-0.011513,-0.015928,-367.308228,92.129417,900.294556,-0.017005,0.045724,-0.039174,-413.486145,180.895905,1146.678101,,,,,,
2535,0,-0.015973,-0.780336,-0.004702,-429.583923,103.436508,1799.161377,0.006562,-0.011596,-0.016051,-367.320557,92.131256,900.266479,-0.016938,0.045670,-0.039159,-413.474762,180.894501,1146.680664,,,,,,
2536,0,-0.015832,-0.780542,-0.004746,-429.584351,103.443298,1799.166016,0.006377,-0.011264,-0.016075,-367.345978,92.121994,900.284241,-0.017327,0.045749,-0.039378,-413.483948,180.909866,1146.666138,,,,,,
2537,0,-0.015616,-0.780211,-0.004535,-429.581238,103.434998,1799.168945,0.006404,-0.011114,-0.016181,-367.343292,92.124710,900.283691,-0.017130,0.045741,-0.039299,-413.484375,180.906921,1146.668579,,,,,,
2538,0,-0.016182,-0.780977,-0.003401,-429.540649,103.213181,1799.150635,0.006321,-0.010614,-0.016261,-367.384521,92.117332,900.280334,-0.017228,0.045690,-0.039321,-413.478973,180.889130,1146.664551,,,,,,
2539,0,-0.015729,-0.780306,-0.004592,-429.590210,103.439629,1799.160278,0.006367,-0.011130,-0.016329,-367.356873,92.118370,900.283325,-0.017060,0.045751,-0.039305,-413.482178,180.897812,1146.683838,,,,,,
2540,0,-0.016365,-0.780796,-0.003586,-429.541748,103.203468,1799.151611,0.006337,-0.011155,-0.016411,-367.355774,92.110413,900.278015,-0.017098,0.045605,-0.039220,-413.481659,180.885696,1146.670044,,,,,,
2541,0,-0.015757,-0.780419,-0.004443,-429.587799,103.438889,1799.157959,0.006355,-0.011162,-0.016570,-367.367310,92.124237,900.291687,-0.017099,0.045807,-0.039463,-413.478973,180.903473,1146.676636,,,,,,
2542,0,-0.016256,-0.780737,-0.003496,-429.546295,103.211197,1799.144775,0.006354,-0.011251,-0.016291,-367.339905,92.113510,900.291138,-0.017148,0.045518,-0.039292,-413.478210,180.891571,1146.672607,,,,,,
2543,0,-0.015580,-0.780114,-0.004880,-429.575104,103.431679,1799.168457,0.006398,-0.011569,-0.016182,-367.334991,92.113022,900.285706,-0.017258,0.045551,-0.039316,-413.494385,180.893890,1146.663330,,,,,,
2544,0,-0.015679,-0.780206,-0.004685,-429.592712,103.434456,1799.165283,0.006459,-0.011237,-0.016661,-367.364532,92.101440,900.274719,-0.017156,0.045603,-0.039321,-413.485443,180.878601,1146.665894,,,,,,
2545,0,-0.016332,-0.780851,-0.003353,-429.541199,103.208969,1799.159668,0.006499,-0.011271,-0.016776,-367.385803,92.110115,900.272583,-0.017096,0.045739,-0.039664,-413.483612,180.881729,1146.669678,,,,,,
2546,0,-0.015752,-0.780398,-0.004458,-429.586731,103.439407,1799.163696,0.006371,-0.010990,-0.016952,-367.390472,92.093002,900.275024,-0.017201,0.045833,-0.039589,-413.481232,180.901154,1146.673462,,,,,,
2547,0,-0.016334,-0.780750,-0.003542,-429.543762,103.211502,1799.151978,0.006523,-0.011155,-0.016505,-367.367920,92.107254,900.280579,-0.017082,0.045812,-0.039589,-413.480011,180.895126,1146.676636,,,,,,
2548,0,-0.015593,-0.780508,-0.004497,-429.587158,103.433105,1799.166382,0.006243,-0.011516,-0.016335,-367.338409,92.085266,900.285889,-0.017119,0.045526,-0.039573,-413.489807,180.898453,1146.668091,,,,,,
2549,0,-0.015732,-0.780235,-0.004763,-429.582092,103.434792,1799.163208,0.006587,-0.011001,-0.016783,-367.393951,92.088943,900.255676,-0.017248,0.045562,-0.039618,-413.487671,180.891769,1146.656494,,,,,,
2550,0,-0.015860,-0.780401,-0.004852,-429.574982,103.438683,1799.163940,0.006482,-0.011064,-0.016837,-367.402954,92.099991,900.271667,-0.017195,0.045719,-0.039662,-413.477478,180.889389,1146.669922,,,,,,
2551,0,-0.015871,-0.780324,-0.004131,-429.598694,103.437073,1799.151489,0.006332,-0.011187,-0.016577,-367.378021,92.076340,900.272888,-0.016959,0.045665,-0.039549,-413.483948,180.878769,1146.680786,,,,,,
2552,0,-0.016252,-0.780671,-0.003507,-429.536652,103.218048,1799.159546,0.006447,-0.011215,-0.016818,-367.385498,92.086044,900.268433,-0.017061,0.045789,-0.039581,-413.474731,180.875427,1146.675293,,,,,,
2553,0,-0.015855,-0.780335,-0.004711,-429.597351,103.439514,1799.161865,0.006443,-0.011240,-0.016626,-367.392975,92.086494,900.276978,-0.017167,0.045681,-0.039680,-413.488586,180.877899,1146.669434,,,,,,
2554,0,-0.015732,-0.780297,-0.004611,-429.589600,103.442574,1799.157349,0.006433,-0.011527,-0.016914,-367.379272,92.067055,900.276550,-0.016899,0.045677,-0.039677,-413.485626,180.878128,1146.676025,,,,,,
2555,0,-0.016387,-0.780668,-0.003298,-429.538757,103.213875,1799.150635,0.006448,-0.011053,-0.017007,-367.405609,92.072159,900.260681,-0.017172,0.045602,-0.039556,-413.482025,180.874191,1146.669800,,,,,,
2556,0,-0.015857,-0.780131,-0.004872,-429.581024,103.433334,1799.158813,0.006653,-0.011123,-0.016731,-367.393250,92.078636,900.275452,-0.017149,0.045613,-0.039544,-413.485168,180.867386,1146.667603,,,,,,
2557,0,-0.015724,-0.780517,-0.004975,-429.587463,103.437363,1799.159668,0.006448,-0.011046,-0.017385,-367.410645,92.077354,900.273071,-0.017022,0.045564,-0.039683,-413.508179,180.891052,1146.674438,,,,,,
2558,0,-0.015614,-0.779841,-0.004601,-429.583496,103.436287,1799.166626,0.006707,-0.011369,-0.016802,-367.397186,92.077126,900.269104,-0.017275,0.045507,-0.039538,-413.496063,180.863632,1146.666138,,,,,,
2559,0,-0.016280,-0.780732,-0.003504,-429.541595,103.218285,1799.156250,0.006635,-0.011184,-0.017133,-367.399719,92.069893,900.260559,-0.016947,0.045581,-0.039620,-413.491180,180.862213,1146.670654,,,,,,
2560,0,-0.015698,-0.780303,-0.004646,-429.588196,103.443832,1799.161621,0.006480,-0.011568,-0.016710,-367.367035,92.058716,900.279175,-0.017130,0.045534,-0.039863,-413.485657,180.869186,1146.665405,,,,,,
2561,0,-0.016061,-0.780804,-0.003687,-429.528137,103.213005,1799.164673,0.006444,-0.011159,-0.016684,-367.400330,92.053108,900.275269,-0.017112,0.045727,-0.039912,-413.479980,180.866913,1146.678711,,,,,,
2562,0,-0.015892,-0.780162,-0.004653,-429.591553,103.442253,1799.160522,0.006799,-0.010759,-0.017570,-367.454742,92.077019,900.252258,-0.017185,0.045725,-0.039693,-413.489807,180.864761,1146.669922,,,,,,
2563,0,-0.016323,-0.780652,-0.003579,-429.524414,103.218277,1799.154297,0.006163,-0.011349,-0.016410,-367.376740,92.025894,900.287354,-0.017210,0.045585,-0.039772,-413.493805,180.858444,1146.668823,,,,,,
2564,0,-0.015933,-0.780497,-0.004256,-429.596130,103.447197,1799.154175,0.006459,-0.011430,-0.017206,-367.410645,92.051109,900.275818,-0.017088,0.045581,-0.039776,-413.490845,180.856827,1146.663940,,,,,,
2565,0,-0.016000,-0.780168,-0.004781,-429.580597,103.436356,1799.161255,0.006367,-0.011011,-0.017363,-367.435638,92.036423,900.275696,-0.017249,0.045642,-0.039812,-413.499847,180.846619,1146.671875,,,,,,
2566,0,-0.015563,-0.780254,-0.004721,-429.593964,103.448151,1799.169312,0.006441,-0.011081,-0.017306,-367.424591,92.033646,900.264282,-0.017209,0.045498,-0.039738,-413.503357,180.848740,1146.658203,,,,,,
2567,0,-0.015926,-0.780444,-0.004530,-429.595154,103.438339,1799.156982,0.006433,-0.011168,-0.017023,-367.425446,92.009666,900.266785,-0.017217,0.045592,-0.039916,-413.507751,180.857025,1146.667480,,,,,,
2568,0,-0.015716,-0.780356,-0.004616,-429.577454,103.447861,1799.171387,0.006457,-0.010811,-0.017506,-367.463409,92.027634,900.267883,-0.017097,0.045706,-0.039805,-413.488464,180.841721,1146.676147,,,,,,
2569,0,-0.015969,-0.780658,-0.003974,-429.524414,103.212975,1799.158081,0.006393,-0.011276,-0.016989,-367.406616,92.024925,900.268738,-0.017261,0.045608,-0.039918,-413.516632,180.844910,1146.663574,,,,,,
2570,0,-0.015810,-0.780498,-0.004393,-429.581390,103.438248,1799.166382,0.006587,-0.010686,-0.017828,-367.484436,92.021095,900.253601,-0.017202,0.045669,-0.039977,-413.496033,180.840103,1146.671265,,,,,,
2571,0,-0.015901,-0.780319,-0.004626,-429.576111,103.438217,1799.160278,0.006824,-0.011365,-0.017326,-367.437073,92.018669,900.251099,-0.017075,0.045725,-0.039910,-413.487946,180.818451,1146.663818,,,,,,
2572,0,-0.016269,-0.781136,-0.003506,-429.524597,103.203026,1799.152100,0.006437,-0.011498,-0.016721,-367.404358,91.997620,900.275085,-0.017210,0.045811,-0.039909,-413.494537,180.823883,1146.673950,,,,,,
2573,0,-0.016372,-0.780783,-0.003365,-429.544220,103.212540,1799.158081,0.006427,-0.011018,-0.017126,-367.448273,91.996590,900.277222,-0.017207,0.045793,-0.040040,-413.507385,180.823120,1146.669922,,,,,,
2574,0,-0.016324,-0.780754,-0.003449,-429.535706,103.207207,1799.151123,0.006342,-0.011675,-0.016811,-367.395569,91.976265,900.280090,-0.017126,0.045721,-0.039747,-413.514587,180.816849,1146.667114,,,,,,
2575,0,-0.016424,-0.780788,-0.003578,-429.525757,103.210045,1799.151001,0.006206,-0.011253,-0.016796,-367.422485,91.957970,900.269958,-0.017321,0.045739,-0.039627,-413.508118,180.808136,1146.673462,,,,,,
2576,0,-0.016170,-0.780715,-0.003471,-429.544312,103.204468,1799.151367,0.006403,-0.010967,-0.017361,-367.473267,91.971947,900.264343,-0.017183,0.045774,-0.039893,-413.502899,180.807205,1146.669189,,,,,,
2577,0,-0.016297,-0.780885,-0.003606,-429.535767,103.211693,1799.158813,0.006443,-0.011062,-0.017197,-367.456299,91.971008,900.263794,-0.017226,0.045870,-0.039807,-413.515778,180.803650,1146.677612,,,,,,
2578,0,-0.016340,-0.780990,-0.003527,-429.527313,103.211479,1799.153931,0.006336,-0.011281,-0.017174,-367.449921,91.951988,900.270813,-0.017258,0.045765,-0.039834,-413.517059,180.792938,1146.664673,,,,,,
2579,0,-0.015627,-0.780340,-0.004551,-429.582458,103.435600,1799.163086,0.006561,-0.011172,-0.017623,-367.462433,91.954651,900.262634,-0.017427,0.045507,-0.039877,-413.534393,180.816727,1146.658569,,,,,,
2580,0,-0.015612,-0.780244,-0.004596,-429.594604,103.433418,1799.161255,0.006691,-0.011024,-0.017701,-367.495544,91.959938,900.257751,-0.017276,0.045640,-0.039921,-413.516510,180.796219,1146.658447,,,,,,
2581,0,-0.016069,-0.780585,-0.003559,-429.527191,103.210243,1799.168945,0.006732,-0.010634,-0.018093,-367.524872,91.947922,900.238342,-0.017202,0.045778,-0.039906,-413.524384,180.785446,1146.669678,,,,,,
2582,0,-0.015605,-0.780391,-0.004393,-429.588654,103.436172,1799.164795,0.006538,-0.010922,-0.017633,-367.485382,91.938286,900.257446,-0.017454,0.045788,-0.039812,-413.521820,180.793945,1146.669312,,,,,,
2583,0,-0.015687,-0.780226,-0.004812,-429.574066,103.435516,1799.160889,0.006309,-0.010586,-0.017554,-367.495270,91.919182,900.273254,-0.017099,0.045744,-0.039947,-413.520355,180.793060,1146.674072,,,,,,
2584,0,-0.016417,-0.780897,-0.003464,-429.535706,103.206947,1799.149902,0.006639,-0.010853,-0.017735,-367.508514,91.935112,900.257446,-0.017438,0.045799,-0.039878,-413.518707,180.780762,1146.673218,,,,,,
2585,0,-0.016199,-0.780874,-0.003568,-429.533508,103.210304,1799.157471,0.006488,-0.011498,-0.017355,-367.471893,91.910423,900.264221,-0.017369,0.045702,-0.039734,-413.542267,180.775162,1146.665771,,,,,,
2586,0,-0.015894,-0.780278,-0.004459,-429.581329,103.433746,1799.161255,0.006467,-0.010985,-0.017308,-367.480438,91.909058,900.269165,-0.017360,0.045753,-0.039861,-413.538635,180.764160,1146.666626,,,,,,
2587,0,-0.016378,-0.781000,-0.003493,-429.527954,103.214653,1799.161377,0.006111,-0.011066,-0.017255,-367.483551,91.895027,900.281128,-0.017480,0.045519,-0.039958,-413.543976,180.775024,1146.657349,,,,,,
2588,0,-0.015608,-0.779983,-0.004864,-429.585571,103.428398,1799.163086,0.006405,-0.010913,-0.017321,-367.484283,91.903313,900.264771,-0.017278,0.045847,-0.039895,-413.533966,180.762375,1146.667603,,,,,,
2589,0,-0.015684,-0.780230,-0.004699,-429.588715,103.445610,1799.157593,0.006310,-0.011044,-0.017151,-367.478912,91.895775,900.272400,-0.017447,0.045874,-0.040012,-413.538177,180.762238,1146.668457,,,,,,
2590,0,-0.015757,-0.780208,-0.004591,-429.583130,103.432915,1799.166382,0.006405,-0.010996,-0.017558,-367.498505,91.886131,900.264404,-0.017515,0.045928,-0.039925,-413.540955,180.764633,1146.665771,,,,,,
2591,0,-0.016017,-0.780938,-0.003649,-429.538208,103.218384,1799.158569,0.006369,-0.011006,-0.017509,-367.515076,91.874931,900.256531,-0.017306,0.045737,-0.039661,-413.547668,180.741425,1146.662476,,,,,,
2592,0,-0.015520,-0.780400,-0.004431,-429.588318,103.436638,1799.159912,0.006273,-0.011272,-0.017073,-367.480988,91.857719,900.260071,-0.017491,0.046001,-0.040000,-413.522003,180.757538,1146.672974,,,,,,
2593,0,-0.015694,-0.780310,-0.004596,-429.584595,103.440224,1799.161621,0.006183,-0.010631,-0.017481,-367.522919,91.871246,900.273315,-0.017323,0.045863,-0.039929,-413.535583,180.750626,1146.665771,,,,,,
2594,0,-0.015750,-0.780332,-0.004550,-429.586182,103.435951,1799.163330,0.006447,-0.010658,-0.017833,-367.538086,91.855003,900.260132,-0.017545,0.045831,-0.039713,-413.548859,180.738098,1146.666382,,,,,,
2595,0,-0.015482,-0.780244,-0.004882,-429.585480,103.436760,1799.167969,0.006532,-0.011175,-0.017606,-367.523438,91.858429,900.253235,-0.017349,0.045737,-0.039904,-413.562897,180.737915,1146.661133,,,,,,
2596,0,-0.016276,-0.780843,-0.003562,-429.537170,103.220833,1799.155151,0.006206,-0.011020,-0.016939,-367.485352,91.828110,900.266724,-0.017774,0.045674,-0.039780,-413.556671,180.742706,1146.655151,,,,,,
2597,0,-0.015825,-0.780370,-0.004673,-429.582825,103.434212,1799.148193,0.006259,-0.011626,-0.017161,-367.466980,91.824669,900.271851,-0.017604,0.045904,-0.039904,-413.550690,180.731079,1146.661133,,,,,,
2598,0,-0.015803,-0.780264,-0.004869,-429.580719,103.428070,1799.162598,0.006309,-0.010928,-0.017413,-367.501526,91.815956,900.264709,-0.017380,0.045723,-0.039844,-413.563507,180.725296,1146.655273,,,,,,
2599,0,-0.016501,-0.780755,-0.003199,-429.539734,103.219337,1799.146729,0.006109,-0.010963,-0.017438,-367.518311,91.808212,900.261902,-0.017310,0.045931,-0.040083,-413.567383,180.726669,1146.675171,,,,,,
2600,0,-0.015766,-0.780351,-0.004404,-429.581390,103.444214,1799.160156,0.006438,-0.010925,-0.017513,-367.538788,91.812752,900.249207,-0.017594,0.045910,-0.039869,-413.562378,180.714462,1146.669800,,,,,,
2601,0,-0.015714,-0.780417,-0.004628,-429.587006,103.445160,1799.166748,0.006227,-0.011255,-0.017443,-367.511230,91.793831,900.262756,-0.017550,0.045627,-0.039744,-413.566711,180.710083,1146.657715,,,,,,
2602,0,-0.016075,-0.780737,-0.003529,-429.527405,103.219360,1799.166382,0.006325,-0.010769,-0.017438,-367.537689,91.798515,900.252502,-0.017467,0.045783,-0.039832,-413.561768,180.709854,1146.659546,,,,,,
2603,0,-0.016092,-0.780768,-0.003575,-429.543091,103.206001,1799.160522,0.006141,-0.010936,-0.017467,-367.526947,91.775421,900.273987,-0.017457,0.045774,-0.039848,-413.571777,180.705200,1146.664795,,,,,,
2604,0,-0.016371,-0.780854,-0.003921,-429.532593,103.219147,1799.160889,0.006359,-0.011233,-0.017411,-367.503632,91.796089,900.272278,-0.017691,0.045818,-0.039970,-413.564026,180.718170,1146.657837,,,,,,
2605,0,-0.016409,-0.780977,-0.003412,-429.525116,103.213554,1799.152222,0.006138,-0.011477,-0.017327,-367.506042,91.761948,900.273315,-0.017549,0.045836,-0.039997,-413.572906,180.704880,1146.659302,,,,,,
2606,0,-0.015636,-0.780539,-0.004357,-429.600128,103.447296,1799.168457,0.006066,-0.011149,-0.016909,-367.491150,91.759789,900.271057,-0.017547,0.045889,-0.039900,-413.588623,180.703949,1146.663208,,,,,,
2607,0,-0.015713,-0.780473,-0.004315,-429.585846,103.447052,1799.166626,0.006242,-0.010662,-0.017578,-367.543823,91.749062,900.265320,-0.017636,0.045891,-0.039665,-413.579041,180.689178,1146.669800,,,,,,
2608,0,-0.015788,-0.780230,-0.004795,-429.584320,103.438217,1799.165894,0.005879,-0.011247,-0.016943,-367.504364,91.733948,900.285095,-0.017635,0.045927,-0.039881,-413.586365,180.685333,1146.654175,,,,,,
2609,0,-0.015889,-0.780396,-0.004730,-429.590302,103.449493,1799.161255,0.005892,-0.011275,-0.017339,-367.512878,91.727081,900.280273,-0.017468,0.045872,-0.039779,-413.582916,180.681061,1146.656738,,,,,,
2610,0,-0.015703,-0.780235,-0.004678,-429.581421,103.444199,1799.168701,0.006200,-0.011337,-0.017259,-367.509705,91.737137,900.280884,-0.017671,0.045962,-0.039859,-413.579163,180.678772,1146.670044,,,,,,
2611,0,-0.016375,-0.780919,-0.003110,-429.546478,103.211395,1799.155273,0.006055,-0.011054,-0.017011,-367.501556,91.722000,900.286011,-0.017812,0.045863,-0.039802,-413.587830,180.680420,1146.662476,,,,,,
2612,0,-0.016314,-0.780914,-0.003780,-429.531830,103.213196,1799.153564,0.006309,-0.010857,-0.017487,-367.519836,91.731270,900.274536,-0.017772,0.045801,-0.039863,-413.597290,180.670105,1146.653198,,,,,,
2613,0,-0.015730,-0.780223,-0.004664,-429.581024,103.440193,1799.164062,0.006125,-0.010629,-0.017362,-367.556763,91.707603,900.264893,-0.017732,0.045883,-0.039740,-413.593628,180.657913,1146.659302,,,,,,
2614,0,-0.016358,-0.780570,-0.003388,-429.549011,103.216782,1799.153320,0.006063,-0.011283,-0.017055,-367.518341,91.697479,900.278320,-0.017621,0.045826,-0.039730,-413.602631,180.656464,1146.658569,,,,,,
2615,0,-0.016177,-0.781015,-0.003377,-429.536865,103.209595,1799.154175,0.006170,-0.010984,-0.017317,-367.516632,91.696220,900.274780,-0.017535,0.045930,-0.039707,-413.603302,180.642807,1146.661499,,,,,,
2616,0,-0.015906,-0.780232,-0.004505,-429.584717,103.439392,1799.155640,0.006040,-0.011033,-0.017422,-367.531250,91.677017,900.278015,-0.017860,0.045686,-0.039620,-413.601196,180.646011,1146.651978,,,,,,
2617,0,-0.016173,-0.780560,-0.003551,-429.538147,103.206543,1799.154785,0.006029,-0.010878,-0.017238,-367.538696,91.684341,900.274231,-0.017801,0.045936,-0.039777,-413.596466,180.644760,1146.661377,,,,,,
2618,0,-0.016215,-0.780827,-0.003539,-429.537933,103.212318,1799.147583,0.006203,-0.011133,-0.017076,-367.542328,91.690178,900.270264,-0.017886,0.045704,-0.039462,-413.620331,180.635681,1146.656128,,,,,,
2619,0,-0.016231,-0.781011,-0.003235,-429.548004,103.214043,1799.143921,0.006095,-0.010800,-0.017341,-367.565399,91.675186,900.267456,-0.017701,0.046029,-0.039829,-413.616241,180.637497,1146.661499,,,,,,
2620,0,-0.016250,-0.780959,-0.003716,-429.535675,103.205597,1799.158203,0.006079,-0.010993,-0.016978,-367.544250,91.663719,900.269409,-0.017813,0.045664,-0.039621,-413.618713,180.635727,1146.650757,,,,,,
2621,0,-0.015538,-0.780223,-0.004735,-429.569458,103.437111,1799.172852,0.007384,-0.007905,-0.020668,-367.868652,91.769936,900.212708,-0.017810,0.045964,-0.039482,-413.627350,180.622665,1146.667358,,,,,,
2622,0,-0.015725,-0.780338,-0.004674,-429.588959,103.435654,1799.158569,0.005940,-0.011182,-0.016925,-367.525299,91.640152,900.277039,-0.017657,0.045905,-0.039482,-413.628113,180.608353,1146.663452,,,,,,
2623,0,-0.016068,-0.780472,-0.003741,-429.529480,103.207184,1799.158203,0.006171,-0.010898,-0.017230,-367.558746,91.657318,900.273560,-0.018023,0.045633,-0.039394,-413.632629,180.617508,1146.648804,,,,,,
2624,0,-0.015879,-0.780207,-0.004698,-429.590790,103.430183,1799.162964,0.005909,-0.011077,-0.016876,-367.545258,91.632996,900.278564,-0.017849,0.045924,-0.039609,-413.625671,180.607376,1146.657715,,,,,,
2625,0,-0.015781,-0.780618,-0.004454,-429.591309,103.444099,1799.158691,0.006005,-0.011230,-0.017163,-367.530426,91.636551,900.280640,-0.017794,0.046100,-0.039542,-413.629944,180.590988,1146.657104,,,,,,
2626,0,-0.015750,-0.780355,-0.004388,-429.586060,103.442406,1799.159546,0.005879,-0.010604,-0.017428,-367.587677,91.623375,900.277954,-0.017770,0.045891,-0.039675,-413.633148,180.608948,1146.656616,,,,,,
2627,0,-0.015685,-0.780053,-0.004938,-429.579651,103.439705,1799.169312,0.005826,-0.011592,-0.016976,-367.514252,91.601555,900.294312,-0.017802,0.046023,-0.039481,-413.633392,180.590012,1146.662231,,,,,,
2628,0,-0.016137,-0.780569,-0.003518,-429.526672,103.202423,1799.155273,0.007348,-0.007868,-0.020586,-367.878754,91.727692,900.199768,-0.017724,0.045932,-0.039469,-413.645355,180.593216,1146.661499,,,,,,
2629,0,-0.015868,-0.780167,-0.004661,-429.583405,103.438896,1799.151123,0.005961,-0.011087,-0.016975,-367.537720,91.614128,900.271790,-0.017832,0.045789,-0.039401,-413.644958,180.591125,1146.654419,,,,,,
2630,0,-0.015533,-0.779973,-0.004989,-429.575958,103.439568,1799.172363,0.005803,-0.010951,-0.016944,-367.552887,91.592743,900.281982,-0.017850,0.045940,-0.039373,-413.650787,180.571915,1146.657715,,,,,,
2631,0,-0.015704,-0.780286,-0.004761,-429.578186,103.434967,1799.165527,0.006194,-0.011328,-0.016766,-367.529999,91.620544,900.271362,-0.017865,0.046068,-0.039355,-413.643890,180.578690,1146.667480,,,,,,
2632,0,-0.015758,-0.780393,-0.004656,-429.584625,103.436905,1799.157959,0.006003,-0.011292,-0.016589,-367.520966,91.599716,900.274231,-0.017840,0.045832,-0.039427,-413.645447,180.576767,1146.645508,,,,,,
2633,0,-0.015730,-0.780491,-0.004661,-429.585663,103.442116,1799.165894,0.006028,-0.011296,-0.016688,-367.529846,91.600510,900.274658,-0.017694,0.046062,-0.039426,-413.637268,180.571259,1146.663696,,,,,,
2634,0,-0.015585,-0.780242,-0.004626,-429.572083,103.436600,1799.164795,0.007458,-0.007828,-0.020249,-367.882599,91.719292,900.199219,-0.017846,0.045939,-0.039175,-413.654510,180.558426,1146.666992,,,,,,
2635,0,-0.016265,-0.780785,-0.003739,-429.518951,103.216232,1799.160522,0.005911,-0.010996,-0.016834,-367.534241,91.586929,900.284668,-0.017839,0.045932,-0.039385,-413.654114,180.561691,1146.652954,,,,,,
2636,0,-0.016217,-0.780842,-0.003391,-429.540466,103.222282,1799.161377,0.007166,-0.007515,-0.019950,-367.878784,91.688896,900.215759,-0.017727,0.045884,-0.039333,-413.652313,180.561432,1146.655884,,,,,,
2637,0,-0.015748,-0.780251,-0.004786,-429.583618,103.434708,1799.163940,0.007403,-0.008023,-0.020002,-367.856415,91.710487,900.215637,-0.018069,0.045973,-0.039383,-413.642761,180.559677,1146.660767,,,,,,
2638,0,-0.016262,-0.780810,-0.003050,-429.532867,103.217804,1799.145264,0.007435,-0.007684,-0.020198,-367.880951,91.687561,900.212036,-0.017817,0.046181,-0.039618,-413.639954,180.552994,1146.664551,,,,,,
2639,0,-0.016405,-0.780906,-0.003463,-429.526581,103.213615,1799.150024,0.006013,-0.011246,-0.016804,-367.550415,91.573921,900.287964,-0.017968,0.045828,-0.039235,-413.665894,180.551758,1146.655640,,,,,,
2640,0,-0.015752,-0.780354,-0.004777,-429.571533,103.433907,1799.170654,0.006078,-0.010606,-0.016929,-367.583649,91.590996,900.273621,-0.017729,0.045894,-0.039294,-413.653595,180.539764,1146.650879,,,,,,
